,SKU, Price ,Subcategory,Stock
769,"WELDED WIRE 1"" X 4' LION",2800.00,SCREEN,100
770,PLASTIC SCREEN 1/16X4 RAMBONET,2500.00,SCREEN,100
771,PLASTIC SCREEN 1/2X4 RAMBONET,3200.00,SCREEN,100
772,HARDWARE CLOTH 1/8,90.00,SCREEN,100
773,"WELDED WIRE 1/2"" X 4' LION",3000.00,SCREEN,100
774,"TEX SCREW  2"" STEEL",450.00,SCREW,100
775,"TEX SCREW 1 1/2"" STEEL",1.50,SCREW,100
776,GYPSON SCREW 6 X TP25 (1) STEEL,450.00,SCREW,100
777,"TEX SCREW  2 1/2"" WOOD",380.00,SCREW,100
778,"TEX SCREW  2"" WOOD",1.50,SCREW,100
779,METAL SCREW (10 X 1 1/2),1.50,SCREW,100
780,EXPANSION SHEILD SHORT 5/16'' NP,15.00,SCREW,100
781,LOG SCREW 5/16 X 2 ,5.00,SCREW,100
782,METAL SCREW (12 X 1),1.50,SCREW,100
783,WOOD SCREW (6 X 1),0.50,SCREW,100
784,LOG SCREW 1/4 X 2,4.00,SCREW,100
785,LOG SCREW 1/4 X 3 ,5.00,SCREW,100
786,LOG SCREW 5/16 X 1 1/2,4.00,SCREW,100
787,WOOD SCREW (8 X 1),1.00,SCREW,100
788,METAL SCREW (10 X 2),2.00,SCREW,100
789,LOG SCREW 3/8 X 2 ,8.00,SCREW,100
790,WOOD SCREW (7 X 1),0.50,SCREW,100
791,LOG SCREW 5/16 X 3 ,6.00,SCREW,100
792,WOOD SCREW (8 X 1 1/2),1.00,SCREW,100
793,LOG SCREW 1/4 X 1 1/2,3.00,SCREW,100
794,EXPANSION SHEILD SHORT 1/4'' NP,15.00,SCREW,100
795,METAL SCREW (8 X 1),1.00,SCREW,100
796,MACHINE SCREW 6/32 X 2,3.00,SCREW,100
797,GYPSON SCREW 6 X TP50 (2) STEEL,1.50,SCREW,100
798,METAL SCREW (7 X 1),1.00,SCREW,100
799,GYPSON SCREW 6 X NP50 (2) WOOD,300.00,SCREW,100
800,TOX #6,30.00,SCREW,100
801,GYPSON SCREW 6 X TP38 (1 1/2) STEEL,1.00,SCREW,100
802,GYPSON SCREW 6 X NP38 (1 1/2) WOOD,250.00,SCREW,100
803,GYPSON SCREW 6 X NP25 (1) WOOD,1.00,SCREW,100
804,TEX SCREW (2 1/2) STEEL,2.00,SCREW,100
805,"TEX SCREW  1 1/2"" WOOD ",1.50,SCREW,100
806,FEDSEAL ELASTOSEAL 1/4L,120.00,SEALANT,100
807,PIONEER REG. EPOXY 1/4PT A&B,110.00,SEALANT,100
808,BULLDOG SUPER GLUE 3 GRAMS ,65.00,SEALANT,100
809,MIGHTY BOND 3 GRAMS,65.00,SEALANT,100
810,S-BLUE 1/8LTR,50.00,SEALANT,100
811,NELTEX SOLVENT CEMENT 400CC,220.00,SEALANT,100
812,VULCASEAL 1/4L,140.00,SEALANT,100
813,EPOXY STEEL 40G CORD,130.00,SEALANT,100
814,NELTEX SOLVENT CEMENT 200CC,120.00,SEALANT,100
815,STIKWEL 250G,50.00,SEALANT,100
816,PIONEER MARINE EPOXY QUART A&B,650.00,SEALANT,100
817,NELTEX SOLVENT CEMENT 100CC,95.00,SEALANT,100
818,PIONEER MARINE EPOXY 1/4PT A&B,115.00,SEALANT,100
819,VULCASEAL 1/2L,250.00,SEALANT,100
820,VULCASEAL 1L,460.00,SEALANT,100
821,VULCASEAL 75ML,1300.00,SEALANT,100
822,DEFORMED BAR 10MM,156.00,STEEL BARS,100
823,DEFORMED BAR 8MM (2.2),115.00,STEEL BARS,100
824,DEFORMED BAR 16MM,410.00,STEEL BARS,100
825,ANGLE BAR (1/4 X 1 1/2) WHITE,725.00,STEEL BARS,100
826,C-PURLINS (2X3) 1.2 GALVANIZE,420.00,STEEL BARS,100
827,G.I. PIPE #1/2 LG RED,460.00,STEEL BARS,100
828,SQUARE BAR 1/2 GRAY,220.00,STEEL BARS,100
829,C-PURLINS (2X4) 1.2 GALVANIZE,450.00,STEEL BARS,100
830,ANGLE BAR (1/4 X 2) WHITE,980.00,STEEL BARS,100
831,ANGLE BAR (3/16 X 2) RED,600.00,STEEL BARS,100
832,C-PURLINS (2X3) 1.5 GALVANIZE,490.00,STEEL BARS,100
833,FLAT BAR (1/4) 4.5MM X 1 1/2 STD,410.00,STEEL BARS,100
834,G.I. TUBULAR 1X1 1.2,320.00,STEEL BARS,100
835,FLAT BAR (1/2)8.5MMX1,600.00,STEEL BARS,100
836,C-PURLINS (2 X 6) 1.2 G.I.,580.00,STEEL BARS,100
837,G.I. TUBULAR 2X4 1.5MM RED,1000.00,STEEL BARS,100
838,TUBULAR 2 X 6 (1.2),1100.00,STEEL BARS,100
839,G.I. TUBULAR 3/4 X 3/4 1.2,245.00,STEEL BARS,100
840,ANGLE BAR (3/16 X 2) YELLOW,713.00,STEEL BARS,100
841,FENCE TUBE #1,670.00,STEEL BARS,100
842,FLAT BAR (1/4 X 1/2),90.00,STEEL BARS,100
843,FLAT BAR (3/16 X 1/2),75.00,STEEL BARS,100
844,PLAIN RD. BAR 9MM,110.00,STEEL BARS,100
845,G.I. PIPE #4 S-40,4650.00,STEEL BARS,100
846,G.I. TUBULAR 2X3 1.2,680.00,STEEL BARS,100
847,FENCE TUBE #2,1500.00,STEEL BARS,100
848,SQUARE BAR 3/4 WHITE,480.00,STEEL BARS,100
849,G.I. PIPE #3 S-40,3400.00,STEEL BARS,100
850,B.I. PIPE 1 (S-40),450.00,STEEL BARS,100
851,FENCE TUBE #1 1/4,825.00,STEEL BARS,100
852,FLAT BAR (3/16 X 3/4),100.00,STEEL BARS,100
853,PLAIN RD. 10MM,140.00,STEEL BARS,100
854,PLAIN RD. BAR 7MM,115.00,STEEL BARS,100
855,B.I. PIPE 1 1/4 (S-40),730.00,STEEL BARS,100
856,FLAT BAR (1/8 X 1/2),60.00,STEEL BARS,100
857,"PLAIN RD. BAR 1/2"" STANDARD",230.00,STEEL BARS,100
858,CHANNEL BAR 2X4X5MM,2580.00,STEEL BARS,100
859,SQUARE BAR 5/8 RED,300.00,STEEL BARS,100
860,G.I. TUBULAR 2X2 1.2,565.00,STEEL BARS,100
861,PLAIN RD. BAR 3/8 (10MM) STD,160.00,STEEL BARS,100
862,FLAT BAR (1/8 X 1),105.00,STEEL BARS,100
863,CHANNEL BAR 2X3X5MM,1900.00,STEEL BARS,100
864,FENCE TUBE #3/4,480.00,STEEL BARS,100
865,FLAT BAR (3/16 X 1 1/2),200.00,STEEL BARS,100
866,FLAT BAR (3/16 X 2),250.00,STEEL BARS,100
867,ANGLE BAR (3/16 X 1 1/2) YELLOW,490.00,STEEL BARS,100
868,C-PURLINS 2 X 4 (1.5) GALVANIZE ,570.00,STEEL BARS,100
869,ANGLE BAR (3/16 X 1) RED,300.00,STEEL BARS,100
870,FLAT BAR (1/4 X 1) WHITE,246.00,STEEL BARS,100
871,G.I. PIPE # 1 1/2  LG RED,1430.00,STEEL BARS,100
872,ANGLE BAR (1/4 X 1) WHITE,520.00,STEEL BARS,100
873,FLAT BAR (3/16 X 1),178.00,STEEL BARS,100
874,G.I. PIPE #3/4 LG RED,625.00,STEEL BARS,100
875,ANGLE BAR (3/16 X 1 1/2) RED,450.00,STEEL BARS,100
876,G.I. TUBULAR 2X3 1.5,820.00,STEEL BARS,100
877,G.I. PIPE #1 1/4 LG RED,1150.00,STEEL BARS,100
878,ANGLE BAR (3/16 X 1) YELLOW,340.00,STEEL BARS,100
879,G.I. PIPE #1 LG RED,870.00,STEEL BARS,100
880,G.I. PIPE #2 LG RED,2000.00,STEEL BARS,100
881,SQUARE BAR WHITE,175.00,STEEL BARS,100
882,ANGLE BAR (1/8 X 1) BLUE,272.00,STEEL BARS,100
883,G.I. TUBULAR 1X2 1.5,510.00,STEEL BARS,100
884,FENCE TUBE #1/2,360.00,STEEL BARS,100
885,G.I. TUBULAR 1X1 1.5,350.00,STEEL BARS,100
886,G.I. TUBULAR 1X2 1.2,410.00,STEEL BARS,100
887,G.I. TUBULAR 3/4 X 3/4 1.5,280.00,STEEL BARS,100
888,DEFORMED BAR 12MM,240.00,STEEL BARS,100
889,TRY-SQUARE #10 CANNON,70.00,TOOLS,100
890,BUTTERFLY SOLDERING IRON 60WTTS,215.00,TOOLS,100
891,"STANLEY COMBINATION PLIER 8""",450.00,TOOLS,100
892,CLAW BAR #18,150.00,TOOLS,100
893,CLAW BAR #24,170.00,TOOLS,100
894,COLD CHISEL #1  POINTED ,200.00,TOOLS,100
895,PLASTERING TROWEL TORO ,65.00,TOOLS,100
896,SLEDGE HAMMER 8 LBS. W/ HANDLE,700.00,TOOLS,100
897,TRY-SQUARE #10 CHINA,75.00,TOOLS,100
898,GRINDER GWS-750-100 BOSCH,2850.00,TOOLS,100
899,CUTT-OFF SAW GCO-200 BOSCH,7800.00,TOOLS,100
900,HOLESAW 151 BUTTERFLY,220.00,TOOLS,100
901,"CROSSCUT SAW 18"" HANDSAW STANLEY",280.00,TOOLS,100
902,STANLEY STEEL TAPE 8M,350.00,TOOLS,100
903,DIAGONAL CUTTING PLIER #8 BUTTERFLY,140.00,TOOLS,100
904,HYDRAULIC JACK #910 20TONS BUTTERFLY,2500.00,TOOLS,100
905,SHOVEL SCOOP 2 TOMBO ORIG ,630.00,TOOLS,100
906,MASONRY DRILL BIT 1/2 NICHOLSON,140.00,TOOLS,100
907,MASONRY DRILL BIT 1/4 NICHOLSON,65.00,TOOLS,100
908,"DIAMOND CUTTING DISC 4"" TURBO TYPE IRWIN",380.00,TOOLS,100
909,STANLEY STEEL TAPE 5M,250.00,TOOLS,100
910,TRY-SQUARE #12 CANNON,70.00,TOOLS,100
911,CLAW HAMMER PVC HANDLE TOPGRADE,250.00,TOOLS,100
912,CEMENT TROWEL #8 TORO ,45.00,TOOLS,100
913,SILICON GUN (CAULKING),60.00,TOOLS,100
914,DIAMOND CUTTING DISC 4'' SEGMENTED TYPE IRWIN,320.00,TOOLS,100
915,SCREW DRIVER 1/4X5 (+) W/ MAGNETIC TIP STANLEY,130.00,TOOLS,100
916,CLAW HAMMER WOOD HANDLE TOPGRADE,250.00,TOOLS,100
917,HAND RIVETER STANLEY MD,350.00,TOOLS,100
918,"SCREW BIT 2"" BUTTERFLY",15.00,TOOLS,100
919,MASONRY PUTTY LTR BOYSEN,110.00,TOOLS,100
920,MASONRY DRILL BIT 5/32 NICHOLSON ,70.00,TOOLS,100
921,SHOVEL POINTED 2 TOMBO ORIG,600.00,TOOLS,100
922,ELECTRODE HOLDER 300AMP,200.00,TOOLS,100
923,"CUTTING DISK 14"" TOKA (STEEL)",220.00,TOOLS,100
924,"HACKSAW BLADE 18"" ORIGINAL",50.00,TOOLS,100
925,THHN WIRE #12/7 STRANDED (PHELPDODGE),5000.00,WIRES,100
926,FLAT CORD #22/2 WHITE HYPERTECH ,1200.00,WIRES,100
927,WELDING CABLE 2.0,20000.00,WIRES,100
928,HYPERTECH TW WIRE #12/7,2600.00,WIRES,100
929,FLAT CORD 2.0MM #14 ROYU,7000.00,WIRES,100
930,FLAT CORD 0.75MM #18 ROYU,2400.00,WIRES,100
931,HYPER THHN 12/7,2600.00,WIRES,100
932,THHN WIRE #8/7 STRANDED (PHELPDODGE),6600.00,WIRES,100
933,THHN WIRE #10/7 STRANDED (PHELPDODGE),6750.00,WIRES,100
934,SPEAKER WIRE #18 W/SPOOL OMEGA,1800.00,WIRES,100
935,THHN WIRE #6/7 STRANDED PHELPDODGE,16500.00,WIRES,100
936,FLAT CORD 1.25MM #16 ROYU,4000.00,WIRES,100
937,THHN WIRE #14/7 STRANDED (PHELPDODGE),2800.00,WIRES,100
938,"CORNEZA 1"" X 3"" X 12""",350.00,WOOD ITEMS,100
939,"CORNEZA 1"" X 3"" X 8""",224.00,WOOD ITEMS,100
940,"K.D. 1"" X 8 ""X 8'",539.00,WOOD ITEMS,100
941,QUARTER C 8 FEET,72.00,WOOD ITEMS,100
942,FLUSH DOOR 70X210,1650.00,WOOD ITEMS,100
943,"K.D. 1"" X 2"" X 8'",135.00,WOOD ITEMS,100
944,"K.D. 1/2"" X 2"" X 12'",120.00,WOOD ITEMS,100
945,"K.D. 2"" X 3"" X 10'",435.00,WOOD ITEMS,100
946,FLUSH DOOR 80 X 210 ORD.,1700.00,WOOD ITEMS,100
947,"CORNEZA 1"" X 2"" X 8""",144.00,WOOD ITEMS,100
948,"K.D. 2"" X 2"" X 10'",305.00,WOOD ITEMS,100
949,"K.D. 2"" X 2"" X 8'",258.00,WOOD ITEMS,100
950,"K.D. 1"" X 10"" X 14""",1320.00,WOOD ITEMS,100
951,K.D. 2'' X 3'' X 8',360.00,WOOD ITEMS,100
952,QUARTER C 10 FEET,102.00,WOOD ITEMS,100
953,"CORNEZA 1"" X 2"" X 10""",190.00,WOOD ITEMS,100
954,"K.D. 1/2"" X 2"" X 8'",72.00,WOOD ITEMS,100
955,"K.D. 1/2"" X 1"" X 12'",96.00,WOOD ITEMS,100
956,HALF ROUND #8 FEET,80.00,WOOD ITEMS,100
957,ECOFOR LUMBER S4S #2 KD 1X6X12,300.00,WOOD ITEMS,100
958,"K.D. 1/2"" X 1"" X 10'",70.00,WOOD ITEMS,100
959,"K.D. 1"" X 2"" X 10'",160.00,WOOD ITEMS,100
960,"K.D. 1"" X 2"" X 12'",192.00,WOOD ITEMS,100
